4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4,444.4
2,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9
6,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3,604.3
6,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9,674.9
7,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9
7,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6,783.6
7,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774
5,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1,521.1
4,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5,431.5
3,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8
4,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9
8,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5
6,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7,675.7
1,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5
5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5,562.5
2,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8,258.8
4,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6,472.6
8,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2,872.2
8,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7,805.7
7,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9,716.9
6,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8,665.8
1,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
7,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1
8,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3,837.3
8,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9,809.9
8,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5,569.5
7,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6,767.6
1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1
7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7,750.7
