7,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2
8,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3,587.3
4,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8
2,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7,52.7
8,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6,581.6
8,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4
6,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8,865.8
2,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8,223.8
7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7,379.7
1,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5,916.5
2,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4,929.4
2,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828
